source_id;country;site;species;variable;value;pubmed_id;reference
9013;Cambodia;Koh Kong;Anopheles sinensis;sac_rate;0.16;27405767;Charlwood JD, Nenhep S, Sovannaroth S, Morgan JC, Hemingway J, Chitnis N, et al. 'Nature or nurture': survival rate, oviposition interval, and possible gonotrophic discordance among South East Asian anophelines. Malar J. 2016
9013;Cambodia;Mondolkiri;Anopheles tessellatus;sac_rate;0;27405767;Charlwood JD, Nenhep S, Sovannaroth S, Morgan JC, Hemingway J, Chitnis N, et al. 'Nature or nurture': survival rate, oviposition interval, and possible gonotrophic discordance among South East Asian anophelines. Malar J. 2016
9013;Cambodia;Pailin;Anopheles tessellatus;sac_rate;0.78;27405767;Charlwood JD, Nenhep S, Sovannaroth S, Morgan JC, Hemingway J, Chitnis N, et al. 'Nature or nurture': survival rate, oviposition interval, and possible gonotrophic discordance among South East Asian anophelines. Malar J. 2016
9013;Cambodia;Pursat;Anopheles tessellatus;sac_rate;0;27405767;Charlwood JD, Nenhep S, Sovannaroth S, Morgan JC, Hemingway J, Chitnis N, et al. 'Nature or nurture': survival rate, oviposition interval, and possible gonotrophic discordance among South East Asian anophelines. Malar J. 2016
9013;Cambodia;Pailin;Anopheles vagus;sac_rate;1;27405767;Charlwood JD, Nenhep S, Sovannaroth S, Morgan JC, Hemingway J, Chitnis N, et al. 'Nature or nurture': survival rate, oviposition interval, and possible gonotrophic discordance among South East Asian anophelines. Malar J. 2016
9013;Cambodia;Pursat;Anopheles vagus;sac_rate;0.39;27405767;Charlwood JD, Nenhep S, Sovannaroth S, Morgan JC, Hemingway J, Chitnis N, et al. 'Nature or nurture': survival rate, oviposition interval, and possible gonotrophic discordance among South East Asian anophelines. Malar J. 2016
9019;Haiti;Bellevue;Anopheles albimanus;sac_rate;0.405;9846229;"Molez JF, Desenfant P, Jacques JR. Bio-ecology of Anopheles albimanus Wiedeman, 1820 (Diptera : Culicidae) in Haiti (Hispaniola). Bulletin de la Societe de Pathologie Exotique. 1998;91(4):334-9."
1468;São Tomé and Príncipe;Riboque;Anopheles gambiae complex;sac_rate;0.65;12801421;Charlwood, J.D., Pinto, J., Sousa, C.A., Ferreira, C., Petrarca, V. and Rosario, V.d.o.E. (2003).  'A mate or a meal'--pre-gravid behaviour of female Anopheles gambiae from the islands of São Tomé and Príncipe, West Africa. Malaria Journal, 2:9
1468;São Tomé and Príncipe;Praia das Burras;Anopheles gambiae complex;sac_rate;0.47;12801422;Charlwood, J.D., Pinto, J., Sousa, C.A., Ferreira, C., Petrarca, V. and Rosario, V.d.o.E. (2003).  'A mate or a meal'--pre-gravid behaviour of female Anopheles gambiae from the islands of São Tomé and Príncipe, West Africa. Malaria Journal, 2:10
1468;São Tomé and Príncipe;Rua dos Trabalhadores;Anopheles gambiae complex;sac_rate;0.39;12801423;Charlwood, J.D., Pinto, J., Sousa, C.A., Ferreira, C., Petrarca, V. and Rosario, V.d.o.E. (2003).  'A mate or a meal'--pre-gravid behaviour of female Anopheles gambiae from the islands of São Tomé and Príncipe, West Africa. Malaria Journal, 2:11
1470;São Tomé and Príncipe;Budo Budo;Anopheles gambiae;sac_rate;0.4;14613634;Charlwood, J.D., Pinto, J., Sousa, C.A., Ferreira, C., Gil, V. and Do RosÃ¡rio, V.E. (2003).  Mating does not affect the biting behaviour of Anopheles gambiae from the islands of São Tomé and Príncipe, West Africa. Annals of Tropical Medicine and Parasitology, 97(7):751-6
3949;Tanzania;Namawala;Anopheles gambiae complex;sac_rate;0.31;NA;Charlwood, J.D., Smith, T., Billingsley, P.F., Takken, W., Lyimo, E.O.K. and Meuwissen, J.H.E.T. (1997).  Survival and infection probabilities of anthropophagic anophelines from an area of high prevalence of Plasmodium falciparum in humans. Bulletin of Entomological Research, 87(5):445-453
3949;Tanzania;Namawala;Anopheles funestus complex;sac_rate;0.62;NA;Charlwood, J.D., Smith, T., Billingsley, P.F., Takken, W., Lyimo, E.O.K. and Meuwissen, J.H.E.T. (1997).  Survival and infection probabilities of anthropophagic anophelines from an area of high prevalence of Plasmodium falciparum in humans. Bulletin of Entomological Research, 87(5):445-453
4483;Tanzania;Kikulukutu;Anopheles arabiensis;sac_rate;0.3;NA;Charlwood, J.D., Kihonda, J., Sama, S., Billingsley, P.F., Hadji, J., Verhave, J.P., Lyimo, E., Luttikhuizen, P.C., Smith, T. and . (1995).  The Rise and Fall of Anopheles Arabiensis (Diptera, Culicidae) in a Tanzanian Village. Bulletin of Entomological Research, 85(1):37-44
9001;PNG;Madang (wet season);Anopheles farauti;survival_per_cycle;0.48;NA;Charlwood JD, Birley MH, Dagoro H, Paru R, Holmes PR. Assessing Survival Rates of Anopheles-Farauti (Diptera, Culicidae) from Papua-New-Guinea. Journal of Animal Ecology. 1985
9001;PNG;Madang (dry season);Anopheles farauti;survival_per_cycle;0.61;NA;Charlwood JD, Birley MH, Dagoro H, Paru R, Holmes PR. Assessing Survival Rates of Anopheles-Farauti (Diptera, Culicidae) from Papua-New-Guinea. Journal of Animal Ecology. 1985
9002;India;1;Anopheles subpictus;survival_per_cycle;0.58;NA;Chatterjee S, Chandra G. Role of Anopheles subpictus as a Primary Vector of Malaria in an area in India. Jpn J Trop Med Hyg. 2000
